user1,user2,post_id,interaction_type,platform,timestamp,interaction_weight
330,544,c551b52f-26a4-4213-a6cd-466331105aa4,view,Twitter,2024-01-18T14:18:19,0.4259251913222477
736,88,6164e4f3-ef06-4171-97c7-1c541ae09dee,share,Twitter,2024-07-12T20:01:17,0.3749956218633823
251,312,df6599a5-3368-4130-bf7d-295b53adf774,view,Twitter,2024-12-29T13:07:07,0.27851469715950916
874,2,12dd4f21-ab15-4897-8ee3-719ba89a6a8a,comment,LinkedIn,2024-12-08T19:02:19,0.2882916210866124
465,843,e2fa45c3-ba59-4ade-8587-7024172fde32,comment,LinkedIn,2024-04-08T06:56:55,0.7372971342968297
572,564,c21050eb-a538-4c2d-b790-02c12307c535,view,Facebook,2024-01-25T18:50:24,0.929086325337879
959,300,fd033014-a5a8-4452-807d-5d9e408cb126,comment,Instagram,2024-03-12T04:05:33,0.8115697759083123
127,172,36b4b826-e994-4b04-b172-0d49dc62442e,like,Twitter,2024-03-06T01:14:02,0.42804309339286395
640,435,c096da11-55b6-4676-be0c-79b8725cbaa3,share,Instagram,2024-06-20T04:14:44,0.6134415256952461
554,74,97759589-ce0c-4eeb-92cb-b3caaecb64dc,share,Twitter,2024-07-13T22:49:21,0.3495325480503154
211,94,2c485e75-12ba-4563-9035-07f5ed33f25c,view,Facebook,2024-01-09T13:16:22,0.4446485645835154
400,622,144d02f9-917e-4db3-b530-4b2f6afdda65,view,LinkedIn,2024-11-09T06:51:35,0.4798296387175036
134,799,0b1cadb3-2cff-4847-8b88-e0ba3fe1292a,view,Facebook,2024-04-17T21:18:23,0.7821800441334168
399,663,a3e0a825-8cee-4118-a0c5-489daa87869c,share,Facebook,2024-10-11T08:19:03,0.3842603385043042
770,416,0ce1d2cd-2b69-447a-9c20-b750fc5ed98f,view,Instagram,2024-07-18T20:08:41,0.5620165110625809
36,534,103392e6-fe2c-46e8-b695-453cc33fc5b1,view,Facebook,2024-10-27T01:25:20,0.9903064764221581
96,6,53e9b693-1326-4e5f-acf8-197e5e6ac816,share,Instagram,2024-04-28T16:30:19,0.14871628013711471
427,246,31ebf1ae-3b22-464a-ad7e-f473267de83b,share,Twitter,2024-09-14T23:37:41,0.9756520761890175
38,433,fbabd0ac-87cc-4c4c-b100-5f08ad679b94,share,Twitter,2024-02-15T22:11:56,0.31983634636149383
120,347,b360d307-16e3-4b8c-90a1-07b71d4f1951,view,Facebook,2024-10-27T21:36:05,0.3905729827900025
730,738,03b2885b-1fe6-41a4-8b60-88cc15e2aff3,view,LinkedIn,2024-07-18T11:41:26,0.6172924105578791
936,11,9210deeb-5499-48ed-bc81-ed8c00b9148a,share,Facebook,2024-06-18T09:02:59,0.6952506816890935
565,908,2a733a2b-b21e-4317-8509-76e772e8e5a2,like,Twitter,2024-09-29T22:17:21,0.8785730097941473
193,187,5069defe-60c8-4ea4-b29e-3750398b2916,comment,Facebook,2024-08-09T00:44:43,0.4192153385559304
648,460,34ed9d06-4060-452c-a9de-9853d5fc3bfb,comment,Instagram,2024-11-28T01:08:39,0.7800710451813776
764,504,69fd6af1-a4bb-4184-9cbc-64df3ae22db8,share,Facebook,2024-04-23T15:05:13,0.5674581532634598
812,347,14cb7e4a-35f1-44a3-9334-ac052f61d048,comment,Twitter,2024-05-30T14:35:16,0.7622972631158643
233,449,3d149282-dae8-4b4f-b8b2-66c43d1e2522,comment,Facebook,2024-05-09T11:35:03,0.8446371776727398
877,56,b356bf7a-6e0b-4566-a718-a0198aef6bd7,view,Twitter,2024-08-14T03:37:29,0.2907479459932979
753,528,95e9e1cb-6d1a-4f16-8601-d3473a841443,comment,Twitter,2024-10-09T00:11:59,0.6791629940801258
394,482,5fe6ada7-e29a-490b-a6b2-316fb35ebb63,share,Twitter,2024-04-02T11:54:50,0.7934392279648472
749,203,6e6a2bd9-78f0-41d5-83e1-2549e12fe981,view,Facebook,2024-08-26T06:42:59,0.6004103239986265
276,186,19d4444b-84b4-4050-8057-06280060bc63,like,LinkedIn,2024-05-10T10:45:09,0.4837534870961394
491,645,1a28f533-ab95-4267-a10f-6f6b83bd2283,share,Twitter,2024-11-13T22:30:38,0.1554962332137344
291,791,f04f2a67-3abe-43a8-9d85-641d6f7c7bb5,like,Facebook,2024-08-17T16:50:27,0.2273177664909185
571,159,50eee182-ae58-4e63-9153-b98ab8fe103f,comment,Facebook,2024-02-22T04:58:20,0.7061954986168784
687,893,aa3e5b3b-67ba-4969-9ec3-b5347573c0f0,view,Twitter,2024-01-05T22:24:09,0.35015034641775566
858,594,4f0eb774-df6a-47e7-a247-82c76aa67d3b,view,Instagram,2024-08-22T11:54:18,0.9581943724198904
184,760,04be222a-f9cc-4d1d-b162-b2440f1951dd,share,LinkedIn,2024-12-12T07:25:33,0.5284566837020789
684,357,83319b7b-a01f-4190-9242-4a735d38082a,comment,Twitter,2024-01-07T14:40:36,0.2788440649438404
105,281,97455921-9d16-49a5-b1e2-0c105f2192a0,comment,LinkedIn,2024-06-05T23:33:38,0.458937693106663
467,283,14eef2ae-4a7e-4730-9329-4caf1741aa4d,comment,LinkedIn,2024-03-12T21:14:33,0.3681070970412983
23,414,eb1ad317-ba13-4ee3-9cc5-17e9daaec766,comment,LinkedIn,2024-10-07T17:42:04,0.5615657856543432
970,862,5fdf9006-6416-406f-b28c-8afab745f62d,view,Instagram,2024-03-28T17:34:02,0.9124990860396102
471,607,114c1898-90e5-44a2-9702-105bfce088f6,like,Twitter,2024-02-28T18:09:22,0.5201580480444037
876,427,eb88d597-a40b-4989-a37e-fdcd2dd37e07,share,Facebook,2024-07-03T13:00:46,0.20619500689369788
21,210,aacbf2c9-870f-4ecc-b05e-d25fcda9861b,view,Instagram,2024-12-19T22:23:32,0.36130045211142503
238,102,4def2458-4239-4449-a4da-d8f6c36e8dc8,share,Twitter,2024-03-25T13:20:35,0.9325851699788466
224,473,9565a6e6-e5d0-4d41-95ab-078c714fba75,comment,Twitter,2024-03-16T16:03:10,0.4720262290791625
130,293,b6c018a8-3619-4060-bdf8-2f48f415d3b6,view,LinkedIn,2024-04-20T00:25:58,0.8653681159308708
780,322,f192993b-7d9c-4882-b20e-eaa6614b4ea3,comment,LinkedIn,2024-04-29T01:14:31,0.8701111012461062
101,34,0fbde944-ef47-47ad-b2db-bd04244141d1,comment,Facebook,2024-02-10T15:20:31,0.6917765612314792
773,473,c353adc1-9edc-4642-8d21-7a944889046f,view,Instagram,2024-04-06T12:06:28,0.5963076885538161
627,25,9b2bdb42-981a-492b-bec3-0c0d4ec69ca8,comment,Twitter,2024-09-16T00:27:13,0.8734549994826697
428,296,02a7938e-eb0c-43fc-a411-d97d53473076,share,Facebook,2024-11-05T03:53:53,0.19004571171996226
821,999,be71fced-e2d8-4112-8446-d8e5bd9c8034,comment,Instagram,2024-05-05T23:58:12,0.3353482668749349
261,34,a8c68f9c-7758-4b22-b5f7-3a3153ab632c,comment,LinkedIn,2024-06-03T02:05:53,0.42649232585670815
316,109,7239cfd7-cbfa-4088-921a-f014ea0c88e8,comment,Instagram,2024-04-18T21:22:44,0.1782314086750933
847,283,0f4baa12-6120-4694-abcf-bcaa4ca81156,comment,Twitter,2024-08-08T03:59:53,0.5157017775587885
771,772,c896b900-abab-4f2f-a3cc-8dfbd0aebed5,like,Facebook,2024-04-18T23:42:21,0.8351227745972174
917,228,5ab39718-b388-4166-b19b-0d9f363f652c,comment,Facebook,2024-10-05T18:04:50,0.5927912601689206
918,255,624ab66f-5120-4759-b18e-49e79fe49cba,like,Facebook,2024-08-29T01:55:00,0.11096695197860215
648,216,3d995d61-fc99-4252-9097-85cc81bddb9b,comment,Twitter,2024-11-29T07:10:10,0.2692007317324481
571,144,8e30971d-a8fc-4ab5-9b4f-6ce50a449fff,share,LinkedIn,2024-06-03T10:23:40,0.2004143624588635
705,900,032affeb-1e4c-4780-bbe3-a62866d511a4,share,Twitter,2024-08-03T13:20:39,0.9406974435247993
271,265,d8782b81-647b-451f-8ac8-4900b6b4d4d0,view,LinkedIn,2024-04-21T00:41:43,0.3427262223977955
756,249,229c100f-148e-46cf-991d-421a082474bd,like,Instagram,2024-10-07T15:37:38,0.5592419411964105
551,660,231a38af-6ffe-4e40-a249-6356e7d63fdf,like,LinkedIn,2024-11-18T01:35:08,0.8660210586862721
296,247,d2b75b2e-8a3e-4562-b1a0-7715299945fb,view,LinkedIn,2024-04-14T12:13:51,0.8560405985089738
646,502,fa34da97-203a-4060-a36d-dc83dc64b5b5,view,Facebook,2024-09-15T18:43:37,0.47846813304620794
497,351,7115e5c2-e622-48d0-8b34-e99eb0cc3494,comment,Twitter,2024-04-22T23:45:45,0.15307052667953505
582,792,c717df0d-2038-4563-97e6-8b788d5d1f76,share,Facebook,2024-02-04T03:12:11,0.5231965158544788
729,938,2dce0996-143c-4aa7-837e-86056c98f15a,comment,LinkedIn,2024-02-23T19:36:45,0.8675413722539524
851,681,f422fda0-ad5b-4995-b888-9ecd7c822b64,view,Instagram,2024-12-11T01:55:44,0.40831364696477546
688,780,62180c46-33c4-48ee-ab8d-a7688b4911e7,like,Twitter,2024-02-20T14:11:00,0.8575331718763846
589,43,734c442f-4c44-4697-ad4d-74ce31f1ed44,share,Instagram,2024-08-09T04:55:05,0.16906112362531167
128,123,a2b57bdc-f3ea-4307-96b7-5a230feffae1,share,Instagram,2024-04-23T07:28:45,0.271763928912486
255,950,430f9ad4-7b98-4a7c-b06e-828ea8bfd5ec,like,LinkedIn,2024-02-14T03:32:44,0.9990514274353267
806,324,9bf4e106-ef7d-4d66-941a-6b808ed52958,share,Facebook,2024-10-05T06:22:21,0.9254132496951506
48,815,89397a56-1f2c-4b68-975c-e1aecdfe57cc,share,LinkedIn,2024-11-16T00:56:10,0.33949869326486215
122,751,22c58b48-272c-42ff-83a5-522d80775a15,like,Instagram,2024-12-13T15:12:38,0.8441665432039127
389,124,b5f1fe8c-6369-49d9-a975-35c017ab58c8,view,Facebook,2024-02-24T10:24:51,0.10973957865247809
73,515,3e9f2e87-d723-4fdc-97e5-5b8a4dec32f9,share,LinkedIn,2024-01-27T01:29:57,0.9195897189374499
196,92,fc35671e-d346-4f4c-babd-61a36d8254f4,like,LinkedIn,2024-03-28T08:31:32,0.7255018440972015
360,846,4213c186-80fb-4a80-ab07-2dfbe58fa679,comment,Facebook,2024-12-22T09:29:30,0.7031877830932285
685,722,74a99114-8932-4b78-bcfa-c7eb297c9d35,like,Instagram,2024-08-12T15:32:46,0.11246241154770413
507,881,fc35671e-d346-4f4c-babd-61a36d8254f4,comment,Twitter,2024-03-09T00:47:31,0.31368473242137557
454,656,1dba786c-2f5a-462d-8ca9-c00526893658,comment,Twitter,2024-11-20T12:27:04,0.8434613710205884
466,927,38c57c10-5945-4ff8-99cf-73a8343c329f,share,LinkedIn,2024-12-22T11:29:57,0.21884630207802291
828,225,5944584a-6b57-4987-9797-ecc842ff6e8a,comment,LinkedIn,2024-04-05T16:18:10,0.18295697192855043
952,888,64455bfa-4889-47c2-ba4f-56b221f10ff3,comment,Instagram,2024-02-01T01:13:08,0.14677634135913356
149,882,ad2d3133-96c2-4944-bb50-49fb901fa4b2,like,Facebook,2024-09-02T05:24:23,0.8209046362490269
326,628,3d89831d-7196-4720-ae1c-289791f5cd1d,share,Instagram,2024-05-06T21:43:16,0.8551082076327565
495,346,f04f2a67-3abe-43a8-9d85-641d6f7c7bb5,like,Instagram,2024-02-29T01:16:40,0.5892877363121236
205,670,624ab66f-5120-4759-b18e-49e79fe49cba,comment,Instagram,2024-08-22T05:24:45,0.331320793171173
214,724,5948e314-4610-4a5e-b2a0-799bd8cf528f,view,Instagram,2024-03-16T12:32:47,0.4154117516241693
866,335,73337223-9eb1-49e6-bef9-f332d737285f,like,Instagram,2024-01-15T18:49:30,0.9196800415139299
764,265,7ebf09e7-9a75-4b45-b0f7-ceebebd10b7e,share,LinkedIn,2024-07-13T06:28:54,0.24373767349297482
209,518,7bc70934-7553-4acc-9b0c-5016d2d7efca,share,LinkedIn,2024-10-06T12:05:16,0.9436114506712167
731,225,be1dc038-8cfa-406e-9028-45f678820795,share,Twitter,2024-12-12T13:50:20,0.1876452079712233
105,281,3ca5165a-0f74-4a0c-83b0-d18d18ae1b0d,like,Instagram,2024-07-16T11:39:22,0.4973503570386507
482,853,bcea8a97-9726-4f85-af67-3f0a83c49645,comment,Instagram,2024-09-15T04:26:16,0.4375283984866195
991,720,a44011dd-8ace-4268-8f53-0835b5180155,like,Twitter,2024-09-01T12:03:19,0.3908972439629722
151,789,7f7030cc-90cf-42c2-9ba4-631da8525bde,like,Twitter,2024-03-31T06:09:52,0.513825323537112
127,54,810f2cc6-2f98-4071-887a-28cacdc42f80,view,Facebook,2024-11-14T18:40:28,0.8297781115163417
423,417,d4a9975e-8393-4a44-8a07-b381a2fe6393,view,Instagram,2024-04-11T21:48:00,0.697237747368655
741,523,a7746645-6e20-4df3-8128-d2f35865f43e,comment,LinkedIn,2024-10-17T15:40:47,0.9750554409234666
705,255,09b6e705-9624-4c5e-9306-f5997e47b1fc,view,Twitter,2024-07-22T13:23:31,0.9209680108441055
82,770,7754f2db-c5f5-46ba-bcaa-d2ada8ed6b37,comment,Twitter,2024-12-12T07:11:24,0.8648488503602361
932,661,f540a1a1-e2ac-492a-9578-ba3280adefce,share,Twitter,2024-11-12T09:07:25,0.1917211741082151
852,573,74ce2a3d-6124-430e-aa56-fa64e0be03cb,comment,LinkedIn,2024-10-01T16:49:44,0.49230334176402146
496,951,13a682bb-9ba4-4ec7-928d-46cbfd768211,like,Twitter,2024-08-01T11:47:04,0.22853571908909132
413,410,acaf2515-1ee8-47b1-bea8-a89c13e990ee,like,LinkedIn,2024-07-14T23:42:01,0.41807783636686635
877,246,54f453b5-fcf6-4956-8567-f99d5294e418,comment,Facebook,2024-01-21T15:52:38,0.9244432980915618
531,192,3f5795b1-ce54-40e7-9429-b42b70c7ec9e,share,Facebook,2024-11-12T05:09:01,0.7871529991243483
621,523,e9bcff74-701f-4898-aaca-4ac6df855af2,view,Twitter,2024-02-22T13:07:06,0.5867021965968553
900,209,5aec4cff-8fa6-4472-ac97-a08c6581de19,like,Facebook,2024-04-13T19:15:42,0.8555575088482986
803,636,4d80fe2a-1fdd-4b26-8059-977fc8faaa3e,like,Facebook,2024-07-04T10:20:23,0.30609218097506896
227,451,92c928b2-cbcd-4e50-a956-b1707138dc5d,like,Twitter,2024-04-30T18:54:41,0.977745365926118
635,670,b85a7d6c-bc9f-4b93-ab40-2eb273a9ec09,comment,Twitter,2024-05-30T00:19:11,0.34393854528069934
978,992,6990f410-1ef9-49b1-8504-0522ec9ddd41,like,Twitter,2024-03-08T02:04:29,0.5235750824367145
833,781,8e835439-3e4e-4952-b4cf-e2838562ba4e,share,Facebook,2024-07-27T05:02:59,0.5536951001216682
558,555,c20993c3-e77d-4a07-b889-f7d85e312d3c,share,Twitter,2024-09-13T18:47:45,0.2424449141740451
129,922,a758daab-399d-4306-a701-6cc2379a3a9a,like,Twitter,2024-10-23T04:15:52,0.2366920967445448
621,884,799e0853-8eb5-4316-b08c-9aa84c0e08b3,comment,Twitter,2024-10-06T16:52:50,0.631932771653466
81,244,6ec1926b-76ab-48c6-b4d0-a9be5fb809f1,view,LinkedIn,2024-07-28T01:57:25,0.7907946016623559
225,870,d28a88ff-345f-4b16-99aa-30e21d4f0eae,share,Instagram,2024-01-01T11:05:36,0.6907181565757996
249,347,6e791d2f-38b4-4465-b135-27ea64552d76,like,LinkedIn,2024-05-26T02:20:31,0.15486038994925858
353,158,8b018446-9228-44b2-a702-ef07a49e2ac7,share,LinkedIn,2024-06-03T19:01:18,0.4325020808129356
857,597,5c1f32dd-2b1e-4510-a4f2-a742481dbf18,view,Facebook,2024-02-25T17:12:08,0.49612338955164115
109,544,dee1871d-d4eb-4362-937f-ca0decc0b2de,share,Twitter,2024-07-20T17:20:44,0.9905082636396957
778,268,7175e056-3f36-4f7a-aebf-6f6eb042e21f,comment,Facebook,2024-05-27T14:03:31,0.3237423067984546
312,650,0f25c987-578d-4604-82c4-075ff012536b,view,Instagram,2024-04-30T09:29:13,0.5459534474000064
53,715,ad726169-137c-4156-9147-6641a0212013,comment,Twitter,2024-09-02T02:43:32,0.48197917486779074
624,321,5d8bba33-e3c4-43f9-bf46-3afc057f147e,view,Facebook,2024-01-21T18:25:31,0.780996745838159
830,634,095d3ba1-f6e8-4a77-98bc-6ca8cad04a5c,view,LinkedIn,2024-05-16T17:27:18,0.5330794236367284
443,779,dbaa949d-3e9c-437e-8786-0a74e40d7632,share,Twitter,2024-04-03T03:23:13,0.9057558915117484
915,299,70613106-abb9-49f6-8696-2b9cebbeeef0,comment,Twitter,2024-11-06T08:01:08,0.451989472352764
309,537,02afe442-62ab-4db3-99fd-ae54f2746f63,view,Facebook,2024-11-19T20:44:57,0.13205432701935008
470,893,8deaba9c-9c2e-4409-9cc4-42903eefd275,share,Instagram,2024-12-03T05:16:23,0.5908416410060552
312,33,dedfa4e2-aab0-4951-9101-5d6ab9ff9cd1,share,LinkedIn,2024-10-13T04:11:28,0.8014650626117472
324,477,9c46ecec-93a6-4b52-bb6d-15af5ad80cb5,view,Instagram,2024-04-08T03:45:05,0.18416631510363302
370,42,e515c409-62c2-4ba5-aa78-8d3590b69eb7,share,Facebook,2024-02-12T09:05:18,0.32883506653388955
314,15,27d4a102-242c-4d02-a868-06594a9de078,comment,LinkedIn,2024-05-05T18:28:47,0.9018656714933215
217,797,6a63df63-392a-46dc-a60f-0ae955368c91,share,Instagram,2024-06-18T14:48:21,0.5808779923402517
697,811,a82f1c78-4d3d-4d42-b85d-a89a973c49ff,share,Facebook,2024-02-10T11:10:22,0.6548849509747408
325,822,927eb5b8-3f9d-44f1-ac45-0f1f946864de,share,LinkedIn,2024-06-09T08:15:33,0.14569945538188014
155,63,1cb10185-94c7-4086-ba06-a74ced5e3b1b,view,Facebook,2024-04-16T03:29:12,0.14849728441911664
634,340,e348b473-c6b1-4f63-a63b-0e878e3efb77,share,Twitter,2024-04-16T08:45:05,0.548440830411639
891,442,77e67924-706e-4fad-a4c1-e969923c1116,view,LinkedIn,2024-02-25T12:07:41,0.7690789094936059
579,76,ca27d054-79af-4317-b7d1-66dfd88455e3,share,LinkedIn,2024-03-06T10:25:07,0.9441735994839169
521,871,7120867a-3461-4421-adce-efe9d248a806,comment,Facebook,2024-05-23T14:36:11,0.7161406800413315
486,526,bb5dadce-ed92-4562-9168-f4e7287500c7,like,Facebook,2024-05-31T10:40:10,0.919420108953969
804,718,02dea2b3-d88c-434a-8132-e867764143dd,like,Twitter,2024-03-29T03:23:39,0.5795361751445589
76,907,183d805a-73b9-4b78-84d8-c7d16d589daf,share,Instagram,2024-05-02T23:54:17,0.6118475238837496
91,694,88cd79b5-01ad-40dd-9fee-3b37c0e061e8,view,Instagram,2024-10-28T02:39:12,0.2922880083735644
780,369,4a8b7eb5-4152-444d-b3c9-a90876a916e4,like,Twitter,2024-04-02T03:15:01,0.9177751017921265
962,722,1e76e271-a369-49bf-8fe8-c2ddf0af1a8f,view,LinkedIn,2024-07-31T19:49:52,0.5006687943132868
680,625,cb5e70c9-da9d-4aa4-a822-36ceca334c67,share,Twitter,2024-07-29T11:39:13,0.6561096623212419
595,527,027165e5-de46-4012-876b-303f72bcbf82,share,Instagram,2024-02-28T06:54:13,0.14321870068553505
727,279,c19c0a00-7ca5-4207-bc7f-e2d91c8c9790,comment,Facebook,2024-07-30T17:02:41,0.9893058557644852
456,577,e72bb41f-1d4f-4888-8bb6-44e495e80d0b,comment,Facebook,2024-11-29T01:44:05,0.6096122298841051
533,871,bb15b570-ac96-4176-963f-e8e03dee3a85,share,Facebook,2024-06-28T15:29:33,0.27365596824037436
51,62,dc652827-c3ab-4238-8ceb-9e10a1be4d38,comment,Twitter,2024-08-29T11:43:25,0.14015205979760564
185,31,24cdeab8-c688-4a73-98e1-4ade5bbe571b,view,Facebook,2024-03-09T08:00:45,0.9419701826042074
20,513,d53c2186-6ac2-40a7-9ed6-d6f9a7dc482a,comment,Twitter,2024-03-23T15:31:52,0.8830418306113099
93,24,950f3f7d-8b3c-4d6d-92e7-bedab5992a0d,share,Instagram,2024-05-15T06:36:12,0.6006066374233507
318,288,1d706bc6-c234-436f-9d91-1d4e39d5e4dd,comment,Instagram,2024-09-27T12:37:25,0.7631493060650727
800,44,9104c343-9501-4c9c-8466-1e0916df5711,share,Twitter,2024-09-03T22:03:20,0.6052160386104921
256,320,bf956d05-425e-408c-b0d1-5659b227cdab,comment,Twitter,2024-02-17T21:04:54,0.26195220954242526
889,498,1eacce7a-af43-42e4-b7c5-d49160944c91,share,LinkedIn,2024-09-29T20:59:55,0.17605115824816892
466,591,51b0d748-095d-41b4-b7c4-923df788f495,like,Facebook,2024-06-28T23:18:57,0.5335403195670657
160,184,44c4f782-318a-43dc-a196-dca9031b04ca,view,Instagram,2024-10-19T03:00:25,0.3672672223953899
232,265,c9fd442f-ab5f-4318-94e4-c972f7f79c50,view,Twitter,2024-10-12T08:38:08,0.9997460354512292
561,494,640a3d15-0443-43e6-9674-7d0ca9b64a9b,like,Facebook,2024-02-24T08:18:51,0.2875805586308856
331,497,a3c41f98-bac5-4306-9dd0-92ee4080a372,like,Twitter,2024-03-30T12:17:07,0.41050200004226445
618,467,2bd6e2a4-996e-439e-a071-0871869f9225,comment,Instagram,2024-07-03T01:50:53,0.26124068459287425
158,652,ff1de7e5-0ea8-45ad-bd45-34c6ee6f8e13,comment,Facebook,2024-05-09T02:36:41,0.48323803894470074
761,88,1c0449c8-7dbc-4eda-837f-e7281aedc523,share,Facebook,2024-09-29T11:00:39,0.39309177141112017
506,324,2ae1a5b6-4289-476b-9020-804f044391d1,like,Facebook,2024-06-08T08:09:03,0.7779065548781384
216,656,c682ed87-7125-455c-b0cc-d0b00895abe1,share,Facebook,2024-05-18T22:45:10,0.3720994284239094
205,989,20614334-9c1a-4447-b517-b6e086afdc57,comment,Facebook,2024-05-22T13:44:31,0.21011811864519425
205,154,10520fa3-2f7c-456c-a66f-9fb6e969559f,like,Instagram,2024-04-25T01:14:12,0.846633390805788
409,746,5ff4b158-59be-4df2-82b8-cc349c91c51a,comment,Facebook,2024-05-07T21:29:28,0.6408575402659799
815,27,a1eb5389-325c-41b5-a90b-18341c267623,comment,LinkedIn,2024-02-20T15:11:17,0.3467634380452448
218,587,c7e1d237-a8d5-47bf-ba29-63a389c5cc7d,like,Facebook,2024-07-15T11:13:59,0.7868992456908842
54,777,f649a79c-566e-4c63-9ee3-a17554f7734b,like,Twitter,2024-11-21T03:24:27,0.3420271161113596
879,26,d7f09996-87dc-498b-b3c6-4b42942b68a1,view,Facebook,2024-01-29T08:27:37,0.24138238991349326
15,128,5763f844-c85d-45b0-ac0a-c10721d013a4,like,Facebook,2024-05-12T22:57:33,0.16166598501666496
739,430,5a01514b-a05c-460a-8a17-be28e5a65896,like,Twitter,2024-02-09T22:02:33,0.34328025738778534
847,63,5d61ba9b-7c42-4a5e-a0f4-0e0ab4b12136,like,LinkedIn,2024-01-01T07:03:33,0.7456038617803852
779,879,6533abf8-0b48-4455-b92f-9f2863d3375d,share,Facebook,2024-08-31T04:56:23,0.6680944535331633
893,442,aa26928b-f011-4c00-83e5-4aef7ec909f0,view,LinkedIn,2024-10-19T11:51:28,0.2045458082554687
420,314,cb21f1e8-5914-4ed4-9f06-4ef464580061,view,Facebook,2024-06-19T22:34:11,0.876028577442294
585,700,6f30cfa3-f6cf-4214-8f42-5d5a241eafaa,view,LinkedIn,2024-04-17T10:19:35,0.787580863200146
906,397,4fcb1cf4-3538-4362-9fc1-2679a63bc8db,like,Twitter,2024-08-03T15:47:01,0.6434266117528713
426,923,b6609497-f858-4dea-b585-2597750d60ba,view,LinkedIn,2024-04-29T06:57:39,0.5597299149853205
785,435,a2be24f2-6b9d-481e-990d-dad8afee7dc0,share,Instagram,2024-04-20T22:21:01,0.909551260174296
26,555,ddb23128-abab-4cba-ab81-956609b9a3da,share,LinkedIn,2024-09-04T02:34:04,0.31630517971642885
687,545,59feeec8-3860-423c-b130-4a683e61ce76,comment,LinkedIn,2024-10-10T02:48:18,0.27539104594753805
775,314,38ce7fe2-f347-4cce-b463-e4225c2a4971,like,LinkedIn,2024-07-24T07:00:42,0.29371817752306506
795,122,72059b19-649b-44d5-aa4d-df0165e0db94,comment,Facebook,2024-02-07T06:21:53,0.3914998576082893
953,169,44465325-eb0c-42ce-a227-d12be325d20b,view,Instagram,2024-10-26T16:11:51,0.5696040991286958
392,628,5b24b6ca-44b7-4010-8896-968b91b23a2a,share,Instagram,2024-04-24T21:50:20,0.9922495759820767
18,575,82b3ffda-18e9-432b-9321-6c5dd4160c26,share,LinkedIn,2024-04-06T12:42:38,0.8377589346290794
870,351,aaa04782-b59e-45fb-afd6-d2133852d96a,share,Instagram,2024-12-26T04:43:03,0.5776842756408972
207,56,355c223b-319b-4827-9aa5-e5c63607aa59,comment,Facebook,2024-06-21T04:53:02,0.13956352899959354
175,104,e0e0e5e2-347a-4307-8bc5-ec862c51d46c,view,LinkedIn,2024-09-06T08:43:44,0.8425690450872914
182,346,d4a430e0-ca83-416b-af4d-333160ee042d,share,LinkedIn,2024-07-24T12:42:08,0.4450385088660864
